,epoch,model,eval_loss,eval_bleu,train_loss,train_bleu
119,59,256,4.401718175650389,0.2569706549990212,0.9207288101918293,0.7110746036919123
120,60,128,4.370955677967261,0.2795726951768567,1.39291201784471,0.5841890389536903
121,60,256,4.242127295028086,0.27957269517685657,0.8155679758763634,0.7446402748021327
122,61,128,4.4226868098505845,0.2720611784897826,1.4479570605100431,0.5701061085197355
123,61,256,4.23331545981235,0.2720611784897826,0.8612182097247063,0.722831647524004
124,62,128,4.269590058681689,0.27546276873259623,1.326050992738756,0.60243948717977
125,62,256,4.367443689438347,0.27546276873259623,0.8705118321983566,0.7287116839370343
126,63,128,4.438671723459169,0.27366146748135856,1.3616498256494005,0.5952232980526372
127,63,256,4.397200784648681,0.27366146748135856,0.851353850293194,0.7334296276669514
128,64,128,4.315135808425624,0.282638296171873,1.3336852383573874,0.6006897634310191
129,64,256,4.303392227634428,0.2826382961718731,0.8299182350937236,0.7336534678227377
130,65,128,4.293259680936968,0.27601575885728125,1.361346747779809,0.5972055500318274
131,65,256,4.332666576770544,0.2760157588572813,0.8481942327592054,0.7310470726241612
132,66,128,4.478159226467982,0.2877262196817341,1.2826829451784185,0.6163514111414986
133,66,256,4.586341864231726,0.2877262196817342,0.7972891336544297,0.7451855184418461
134,67,128,4.394948313723552,0.2881781571471426,1.305462284466217,0.6136624504679982
135,67,256,4.462835802363821,0.2881781571471427,0.7465604771223076,0.7612347340346329
136,68,128,4.319288208688093,0.26733635751364415,1.28838861444249,0.6119808340516184
137,68,256,4.4120572404277825,0.26733635751364404,0.7484220625252616,0.7623690010729506
138,69,128,4.369263834034099,0.2880377581518233,1.2394003537817568,0.6226256431001375
139,69,256,4.583600477612079,0.2880377581518232,0.7590966650885388,0.7553637824101321
140,70,128,4.285645498337684,0.28837540666799993,1.3360896795981885,0.6030006133193145
141,70,256,4.335662128496581,0.28837540666799977,0.7891553959884424,0.7449393295451127
142,71,128,4.339898725894268,0.2919861033405846,1.2964874447817214,0.6077188778977676
143,71,256,4.524671088637941,0.29198610334058467,0.7277365475093595,0.7589892033462442
144,72,128,4.580749018696442,0.2863580924602699,1.1731192572325062,0.6412451249264955
145,72,256,4.563837472487921,0.2863580924602698,0.7054602847431066,0.7695067002907359
146,73,128,4.448833691735084,0.28565823556516684,1.1651408361462183,0.6494469150621788
147,73,256,4.460772800352298,0.2856582355651669,0.6964353877689732,0.7729433706060079
148,74,128,4.479350965036544,0.2849508443810231,1.1879871290322557,0.638773652653346
149,74,256,4.466556923990518,0.2849508443810231,0.6254570317108041,0.7970695902385718
150,75,128,4.684144981511366,0.2727115657955283,1.246568730699868,0.6258603278288393
151,75,256,4.658686012665543,0.27271156579552824,0.707869325328586,0.7693188531134881
152,76,128,4.526931781794748,0.2644066833856664,1.230240183337803,0.6261158390489951
153,76,256,4.601776037196614,0.2644066833856665,0.7174418863756488,0.7670378097209721
154,77,128,4.449499956945178,0.3007187413552296,1.1958348215015946,0.6373379712363003
155,77,256,4.635742073506747,0.3007187413552296,0.6706627928870242,0.7829992727310087
156,78,128,4.528019650987734,0.26953239148907804,1.1413799168955954,0.6536824590838032
157,78,256,4.539647077286451,0.269532391489078,0.6442695419542781,0.7868860407303369
158,79,128,4.563272499405806,0.2940425979701554,1.1375851154733385,0.6476393087800023
159,79,256,4.494948984973438,0.2940425979701554,0.6255790599375446,0.7961085006603823
160,80,128,4.498644712785685,0.2797365451208004,1.1172332081333656,0.6557762312369277
161,80,256,4.537200352374064,0.27973654512080043,0.6600358515932123,0.7865649570017139
162,81,128,4.434922839634249,0.2502082035859846,1.1737736561595329,0.6411864701353408
163,81,256,4.554282652391434,0.25020820358598456,0.6092074764896404,0.7951401652192555
164,82,128,4.433152186416705,0.2835027489694435,1.1171066893607664,0.6549247426010995
165,82,256,4.490605619589524,0.2835027489694435,0.6021262937416906,0.7985659703534291
166,83,128,4.67625883466324,0.2683222238194234,1.1341314123157689,0.6519934837026499
167,83,256,4.683271506553309,0.2683222238194234,0.5726160331954985,0.8148453975661706
168,84,128,4.5423999087236,0.2703489500906234,1.066485227511432,0.6742033427244114
169,84,256,4.671114718962525,0.2703489500906234,0.5988100991959825,0.8004983837225662
170,85,128,4.531199763248972,0.27103913803879376,1.0931726694502755,0.6626160086932984
171,85,256,4.738556711054299,0.27103913803879376,0.6199011540732501,0.7969604322303935
172,86,128,4.541119400352667,0.27107583789850975,1.0406849775728395,0.6781666874080824
173,86,256,4.5299639714469,0.2710758378985098,0.6239849221577167,0.7932466695518869
174,87,128,4.764996334833756,0.26934252741847514,1.0999129182708829,0.6648759975522819
175,87,256,4.617900721382404,0.2693425274184753,0.5954552675934192,0.7989853303892223
176,88,128,4.88016248138599,0.26583315028983917,1.0889243860141775,0.6666424723246664
177,88,256,4.691846776556302,0.2658331502898392,0.5864903541941048,0.8020308311772593
178,89,128,4.748509156328808,0.2734524381481182,1.0247417094253517,0.6797546229459486
179,89,256,4.644068786480729,0.27345243814811826,0.594915160900229,0.8031153163790571
180,90,128,4.561063375969842,0.27693977637301,1.0588821322205146,0.6731702531922048
181,90,256,4.776574423606864,0.27693977637301004,0.5631153362157589,0.8120265311440329
182,91,128,4.854782954922633,0.2809283225585033,1.0523133614307965,0.6814823268456227
183,91,256,4.949803224821965,0.2809283225585033,0.5956159372187219,0.804301743919984
184,92,128,4.740078995473171,0.2835755641426641,1.0086602045365571,0.6849925659972064
185,92,256,4.626993150585402,0.2835755641426641,0.6162344917948187,0.7976051157587045
186,93,128,4.73157450267331,0.2913792190923006,0.9902745719509737,0.6921179016275274
187,93,256,4.866641802543148,0.2913792190923006,0.562320794541962,0.8125499396398309
188,94,128,4.881017805711715,0.2937340295831971,1.0036775448405215,0.6837486791440265
189,94,256,4.827165810959961,0.2937340295831971,0.5491361638226622,0.8152320400116857
190,95,128,4.756416662630241,0.27104226459762315,1.0217127892696727,0.6858338555233415
191,95,256,4.989500126683921,0.27104226459762315,0.572446054795889,0.8112989950925087
192,96,128,4.812103640487437,0.28060058266006516,1.0015336543935733,0.6918966645485217
193,96,256,4.873395008288605,0.28060058266006516,0.5256437507302077,0.826232982629074
194,97,128,4.800509767387017,0.29454359270953423,0.9899045161316578,0.690293866672906
195,97,256,4.915656114091207,0.29454359270953434,0.5229319930532998,0.8262653568697017
196,98,128,4.7773214187418045,0.276915960355886,0.9455955940428173,0.6993539585458309
197,98,256,4.739834006617863,0.27691596035588595,0.5419652226966669,0.819792502665372
198,99,128,4.980964415498995,0.2817910968176471,0.9707900591443691,0.6935900041248054
199,99,256,4.845764962001146,0.281791096817647,0.5314371684995143,0.8207934167305001
