,epoch,model,eval_loss,eval_bleu,train_loss,train_bleu
0,0,128,3.987947566345457,0.2805711667482426,4.841404366884758,0.24162940654039633
1,0,256,3.953875241869192,0.28057116674824256,4.459485638626642,0.2444789770649855
2,1,128,3.9463430870771283,0.2790921099538724,3.8158453848809573,0.28084520691682696
3,1,256,3.7923183966922993,0.2790921099538724,3.719964191129746,0.2875276527598843
4,2,128,3.830417567529343,0.2754603665169692,3.659611624429919,0.28378431493555617
5,2,256,3.876344251572293,0.27546036651696915,3.562005587615128,0.29429877801671933
6,3,128,3.8230736847206157,0.27678071884370287,3.5664411604531634,0.29127378357902495
7,3,256,3.8314359359737575,0.2767807188437028,3.4175214719448435,0.3056369382697277
8,4,128,3.761264322680534,0.27943512277872457,3.4762801730503963,0.2967095335467291
9,4,256,3.7215737895149514,0.27943512277872457,3.2957248166582502,0.3208152948278329
10,5,128,3.793819011633851,0.2806096424360271,3.3683187116631688,0.30527841734979017
11,5,256,3.8433810452171433,0.2806096424360271,3.19979781684751,0.32570765371541394
12,6,128,3.7529445958946606,0.2849413162130536,3.2893873631453223,0.31428390052857774
13,6,256,3.753760272819098,0.28494131621305363,3.12209985818232,0.3252561194047918
14,7,128,3.8220311798829103,0.28117129709710054,3.1902675189682097,0.32206673320229046
15,7,256,3.79663131624734,0.28117129709710037,3.000890235744191,0.333528316240563
16,8,128,3.768356481799583,0.29002346294638515,3.1537979039781683,0.3204269005042744
17,8,256,3.721789302056159,0.290023462946385,2.9584901109131114,0.3410798864142385
18,9,128,3.8157634337707647,0.28927587219034556,3.0583812449598207,0.32897905875767686
19,9,256,3.7077969389608643,0.2892758721903455,2.860083403178053,0.3478433852072057
20,10,128,3.6867709523846277,0.2985326458699262,2.9958632178359625,0.334380953999448
21,10,256,3.6482795566421338,0.29853264586992617,2.7914623541242523,0.35315115022438337
22,11,128,3.7057047537535728,0.29532671864206234,2.935282408534773,0.34278873810747473
23,11,256,3.7343544871447847,0.29532671864206234,2.700071809647279,0.3634603209265361
24,12,128,3.6904940037477942,0.2976605693566387,2.8756037287977465,0.34243079572193647
25,12,256,3.704485355033247,0.2976605693566387,2.6218799702018862,0.3676577137178854
26,13,128,3.674467500778406,0.2966220944074111,2.829137673096705,0.34919232879372997
27,13,256,3.7338055791835028,0.29662209440741105,2.532278553681333,0.37639822021045904
28,14,128,3.6280873323015608,0.3002551848044528,2.7934615589616496,0.35337308534283013
29,14,256,3.721991224752226,0.3002551848044528,2.452740239713267,0.3851194946199871
30,15,128,3.7778313534755417,0.2994543610986954,2.7372749737844866,0.3566392537884225
31,15,256,3.6668211121192136,0.29945436109869533,2.3968019333776587,0.39181516564489277
32,16,128,3.5946989429543406,0.3074665043642301,2.6669279410324287,0.3697782922305463
33,16,256,3.675472216981955,0.30746650436422995,2.4010179577228317,0.3875937374678512
34,17,128,3.696994521284655,0.30013500528087844,2.64256045995802,0.369352567970355
35,17,256,3.7079564883925507,0.30013500528087866,2.3130501540865067,0.40053853906323367
36,18,128,3.646255668984731,0.29882682327336413,2.5801014938389963,0.3737782249642545
37,18,256,3.6876192075499326,0.2988268232733641,2.274633833145449,0.4066375537069995
38,19,128,3.8060049536133094,0.30450714072233215,2.5840030080188106,0.37466531848755313
39,19,256,3.688714345356847,0.3045071407223322,2.1672875013605117,0.42262969506663295
40,20,128,3.6745472243209005,0.3009530679547958,2.5411312652629188,0.38225444986550516
41,20,256,3.617304036753125,0.300953067954796,2.0914550021200466,0.42980511260435866
42,21,128,3.6611245148256093,0.31284304211526304,2.4616860848859927,0.38772293705574973
43,21,256,3.686659590634963,0.31284304211526304,2.0696857614399398,0.4383179657633616
44,22,128,3.7090617249129494,0.2968342401748583,2.429535420201413,0.39121068751453614
45,22,256,3.810543903211252,0.2968342401748583,1.9729950851280493,0.45593539854079146
46,23,128,3.8349872022882265,0.3136010740727983,2.3759766978244747,0.3962430802646587
47,23,256,3.783167048588529,0.31360107407279847,1.8660220068396824,0.4737019007903082
48,24,128,3.7620664011960883,0.299764193361612,2.35041038650454,0.40348218439997585
49,24,256,3.7413581565000666,0.299764193361612,1.9109255195601802,0.46909376308878104
50,25,128,3.864841663273993,0.29361906349142,2.3232529188893594,0.40418221065860094
51,25,256,3.825169962316711,0.29361906349142,1.7980534793671283,0.4878296915925867
52,26,128,3.786958524773324,0.294348937647107,2.249168792835702,0.41572504999881954
53,26,256,3.80535622092816,0.2943489376471069,1.8074981562899215,0.48626816086719726
54,27,128,3.912948824546576,0.3041854391853084,2.265279960464571,0.4134331944595797
55,27,256,3.659924552907459,0.3041854391853084,1.7378317853660812,0.5040789894355352
56,28,128,3.744811647599135,0.29739318739965676,2.192677106422795,0.4237336559993762
57,28,256,3.833945939254593,0.29739318739965664,1.7114543629319359,0.51052335657547
58,29,128,3.8422006095609045,0.29905836570651184,2.171070492617081,0.4278429292648365
59,29,256,3.884897834533862,0.29905836570651184,1.6207289026028724,0.531901461508595
60,30,128,3.782661309830047,0.31041395461170085,2.148397973624444,0.42765020516700175
61,30,256,3.8293987618145193,0.31041395461170096,1.7019805050000696,0.5116461879456353
62,31,128,3.8214901776185917,0.2925390472735394,2.067418652359364,0.44043929617963057
63,31,256,3.958056947216656,0.29253904727353935,1.5542989131692124,0.541700994135054
64,32,128,3.8283148137046803,0.3029353112494709,2.076658485794375,0.4415344219011442
65,32,256,3.8097137704594037,0.3029353112494709,1.5611249459128702,0.550206706071967
66,33,128,3.952978306352424,0.2945702558468295,2.0968843092141927,0.4411192662075875
67,33,256,3.9801816014090314,0.2945702558468296,1.540942532090645,0.5483438261418844
68,34,128,3.842915345069737,0.31720552545332487,2.0004469226168826,0.4505212010275747
69,34,256,3.9014490687884833,0.31720552545332487,1.4727655991669166,0.5637122153683516
70,35,128,3.876166639095545,0.290969369974337,1.9963377412206862,0.45303981837092516
71,35,256,3.9694997836317674,0.29096936997433703,1.424354897414253,0.5691953088181538
72,36,128,3.9901262877094874,0.3168727074557626,2.000925730911437,0.4508764873669201
73,36,256,4.084010700628836,0.31687270745576257,1.3663443059921447,0.5909093731192094
74,37,128,3.9248503217088744,0.3103645515919184,1.8986819422996783,0.47302169850213127
75,37,256,4.056074184731126,0.31036455159191834,1.4064912752952978,0.5839704348415097
76,38,128,3.9944433787402724,0.2935605451257111,1.9017456116973923,0.47645720541956027
77,38,256,3.9332656236269403,0.2935605451257111,1.2877883276837745,0.6105816616758158
78,39,128,3.951597606436863,0.3031743272375896,1.9339419636935526,0.467870246778565
79,39,256,3.8971721058206463,0.30317432723758964,1.2835739152338261,0.6121244114706968
80,40,128,4.050082288449736,0.30634941135179206,1.8167108979477162,0.490813663043651
81,40,256,3.969930889553197,0.30634941135179206,1.247918667875468,0.6253062100125065
82,41,128,3.9985273264084777,0.30966655848434416,1.8121851974431613,0.49072297394004205
83,41,256,3.9987822359691765,0.30966655848434427,1.2625309067322745,0.6169614501194188
84,42,128,4.043593877771511,0.29706660915368865,1.7289794396774412,0.5083871938576936
85,42,256,3.9951020224620977,0.29706660915368865,1.1829553522805039,0.635907917516302
86,43,128,3.978492455136976,0.29723524046149313,1.7858291168042957,0.49827988514831445
87,43,256,4.243780367160015,0.29723524046149324,1.1460871772498096,0.6424687702398525
88,44,128,3.922565100300049,0.30656644830323176,1.7042002513248373,0.513379343055924
89,44,256,3.9845226939509257,0.3065664483032317,1.1491377419755044,0.6386536539309171
90,45,128,3.9937577707429517,0.3116997429510632,1.7504423580860282,0.5038500929545942
91,45,256,4.054576345716,0.31169974295106306,1.217429708419318,0.6287689486770192
92,46,128,4.1672341216807505,0.31178651075743136,1.6955450420837417,0.5197699285182258
93,46,256,4.064166056801303,0.3117865107574312,1.1718244326649994,0.6470183464100513
94,47,128,4.223740018048592,0.2947839946803395,1.7023958514892326,0.5205948723133647
95,47,256,4.178268765944918,0.29478399468033956,1.1101933758276827,0.6562123255832417
96,48,128,4.129778416361391,0.3031556161202823,1.6696728053182979,0.5154710849995987
97,48,256,4.083338563329418,0.30315561612028236,1.110947804565059,0.6641922310518706
98,49,128,4.094697798326529,0.3117071802891837,1.5924618354476432,0.5361510660472257
99,49,256,4.064936411327483,0.31170718028918376,1.0813479195020674,0.6687391340052545
100,50,128,4.021728492521134,0.30274199732852586,1.5886966430316483,0.5381967014861053
101,50,256,4.1382466151640305,0.30274199732852586,1.0602078749050987,0.6711545493562172
102,51,128,4.174546602159263,0.3001007282372646,1.5876323592802934,0.5430903561788032
103,51,256,4.187277703977967,0.30010072823726464,1.042296769956126,0.6765960452120804
104,52,128,4.3190581351164505,0.2924953587269484,1.5469037985033267,0.5448242014222796
105,52,256,4.145986532224621,0.2924953587269484,0.977751936579203,0.6955129767372273
106,53,128,4.22439668865212,0.27891391016721045,1.5627885979293679,0.5482722072036097
107,53,256,4.275748938955224,0.2789139101672105,0.9460929219707191,0.7037140821681646
108,54,128,4.2183705547633314,0.29756647909696105,1.4870656364021952,0.5618822101759203
109,54,256,4.139555623794147,0.29756647909696105,0.9069409514317419,0.7187725268497296
110,55,128,4.168657049656,0.2935258127035793,1.4990399297774986,0.5643596373032816
111,55,256,4.359334882298248,0.29352581270357925,0.9314050852797213,0.7055487570488657
112,56,128,4.218530919101635,0.2944328296492301,1.4557637275532374,0.5690364979327065
113,56,256,4.211638101631068,0.29443282964923023,0.948553571005938,0.7037295812840787
114,57,128,4.418492234881869,0.2976190253413295,1.5017960264043464,0.5611829117551288
115,57,256,4.318836100444396,0.29761902534132956,0.8926618580697585,0.7179920170847603
116,58,128,4.162402900971215,0.2832119138847867,1.4733170227683476,0.5680416377423755
117,58,256,4.3802374422012065,0.2832119138847867,0.881785253433786,0.7179431734092833
118,59,128,4.346047995975586,0.2569706549990213,1.4345573216401633,0.575468765511351
